,review_id,plot,cast,production,visuals,soundplay,dialogue,originality
7072,rw2742168,positive,positive,positive,positive,not discussed,positive,positive
7073,rw3238893,positive,positive,positive,positive,not discussed,negative,positive
7074,rw2743219,positive,positive,positive,positive,not discussed,positive,positive
7075,rw2743477,positive,positive,positive,positive,not discussed,neutral,positive
7076,rw2744891,positive,not discussed,not discussed,neutral,neutral,not discussed,not discussed
7077,rw4944166,positive,positive,positive,positive,not discussed,positive,mixed
7078,rw3016968,positive,positive,positive,mixed,not discussed,positive,positive
7079,rw2849874,positive,positive,positive,positive,not discussed,negative,positive
7080,rw2743995,positive,positive,positive,positive,positive,positive,positive
7081,rw2739533,positive,positive,positive,positive,positive,positive,positive
7082,rw2743893,positive,positive,positive,positive,not discussed,positive,positive
7083,rw2822834,positive,positive,positive,positive,not discussed,not discussed,mixed
7084,rw3032023,negative,negative,negative,neutral,not discussed,negative,negative
7085,rw2852325,positive,positive,not discussed,positive,positive,positive,mixed
7086,rw1973740,positive,positive,positive,neutral,not discussed,positive,positive
7087,rw2743141,negative,negative,negative,negative,negative,negative,negative
7088,rw1502985,positive,positive,positive,neutral,not discussed,positive,positive
7089,rw0399090,positive,positive,positive,neutral,not discussed,positive,positive
7090,rw1767390,positive,positive,positive,positive,not discussed,positive,positive
7091,rw8815344,positive,positive,not discussed,not discussed,not discussed,positive,positive
7092,rw0399041,positive,positive,positive,not discussed,not discussed,positive,positive
7093,rw1065730,positive,positive,positive,not discussed,not discussed,positive,positive
7094,rw5582461,positive,positive,positive,not discussed,not discussed,positive,positive
7095,rw0398932,positive,positive,not discussed,not discussed,not discussed,positive,positive
7096,rw4030470,positive,positive,positive,not discussed,not discussed,positive,not discussed
7097,rw3034927,positive,positive,not discussed,not discussed,not discussed,positive,positive
7098,rw5761319,not discussed,positive,not discussed,not discussed,not discussed,positive,positive
7099,rw7314709,positive,positive,positive,not discussed,not discussed,positive,positive
7100,rw6528034,positive,positive,positive,not discussed,not discussed,positive,not discussed
7101,rw5674261,positive,positive,positive,positive,positive,positive,positive
7102,rw8964631,neutral,positive,not discussed,not discussed,not discussed,positive,neutral
7103,rw0399017,positive,positive,positive,not discussed,not discussed,positive,positive
7104,rw0398977,positive,positive,positive,not discussed,not discussed,positive,positive
7105,rw5700270,positive,positive,neutral,not discussed,not discussed,positive,positive
7106,rw2259815,negative,mixed,negative,negative,not discussed,positive,negative
7107,rw4898246,negative,positive,not discussed,not discussed,not discussed,not discussed,positive
7108,rw2245038,positive,positive,positive,positive,not discussed,positive,mixed
7109,rw3583413,negative,positive,negative,positive,not discussed,negative,negative
7110,rw2449715,positive,positive,positive,positive,positive,positive,neutral
7111,rw2263030,negative,positive,positive,positive,not discussed,negative,negative
7112,rw5270597,positive,positive,positive,positive,positive,positive,negative
7113,rw2246958,positive,positive,positive,positive,not discussed,not discussed,positive
7114,rw2321838,positive,positive,positive,positive,positive,positive,negative
7115,rw2247902,positive,positive,positive,positive,not discussed,positive,not discussed
7116,rw5389365,positive,positive,positive,positive,not discussed,mixed,neutral
7117,rw2244957,mixed,positive,positive,positive,not discussed,negative,not discussed
7118,rw2242549,mixed,positive,not discussed,positive,not discussed,neutral,not discussed
7119,rw2247187,positive,positive,positive,positive,positive,positive,positive
7120,rw2249524,positive,positive,positive,positive,not discussed,positive,not discussed
7121,rw2340871,negative,mixed,not discussed,positive,not discussed,negative,negative
7122,rw2433816,negative,not discussed,not discussed,negative,not discussed,negative,negative
7123,rw2341493,negative,neutral,not discussed,neutral,not discussed,negative,negative
7124,rw2305514,neutral,positive,not discussed,positive,not discussed,negative,positive
7125,rw3455019,negative,not discussed,not discussed,positive,positive,not discussed,not discussed
7126,rw2505764,negative,not discussed,negative,negative,not discussed,negative,negative
7127,rw2358026,negative,negative,negative,negative,not discussed,negative,negative
7128,rw2359828,negative,not discussed,negative,not discussed,not discussed,negative,negative
7129,rw2311790,positive,not discussed,not discussed,not discussed,not discussed,not discussed,positive
7130,rw2568264,negative,not discussed,negative,negative,not discussed,negative,negative
7131,rw2363177,negative,negative,negative,negative,negative,negative,negative
7132,rw2361362,negative,neutral,positive,positive,not discussed,negative,neutral
7133,rw2360275,positive,positive,not discussed,neutral,not discussed,negative,positive
7134,rw2359153,negative,neutral,negative,negative,not discussed,negative,negative
7135,rw2382430,neutral,positive,not discussed,positive,not discussed,not discussed,not discussed
7136,rw2511336,negative,positive,negative,negative,not discussed,negative,negative
7137,rw2359336,negative,not discussed,not discussed,negative,negative,negative,negative
7138,rw2309604,negative,not discussed,not discussed,not discussed,not discussed,not discussed,not discussed
7139,rw2306345,negative,negative,negative,negative,negative,negative,negative
7140,rw2799224,neutral,positive,not discussed,mixed,negative,neutral,positive
7141,rw2451701,positive,positive,positive,positive,positive,negative,positive
7142,rw1822101,mixed,positive,positive,positive,not discussed,positive,negative
7143,rw1963416,positive,positive,positive,positive,positive,positive,positive
7144,rw4574525,positive,positive,positive,positive,not discussed,positive,positive
7145,rw1820715,positive,positive,positive,positive,positive,positive,positive
7146,rw4428128,positive,positive,positive,positive,positive,positive,positive
7147,rw1824002,positive,positive,positive,positive,not discussed,positive,positive
7148,rw1823921,positive,positive,positive,positive,positive,positive,positive
7149,rw1826584,positive,positive,positive,positive,positive,positive,positive
7150,rw6136811,positive,positive,positive,positive,positive,positive,positive
7151,rw1822672,positive,positive,positive,positive,positive,positive,positive
7152,rw7546298,negative,negative,negative,negative,negative,negative,negative
7153,rw1820722,positive,positive,positive,positive,positive,not discussed,not discussed
7154,rw1825162,neutral,positive,positive,positive,not discussed,not discussed,not discussed
7155,rw1823428,negative,positive,negative,negative,not discussed,negative,negative
7156,rw1822671,positive,positive,positive,positive,positive,positive,positive
7157,rw1819927,mixed,positive,mixed,positive,not discussed,negative,positive
7158,rw4793831,not discussed,positive,not discussed,positive,not discussed,not discussed,not discussed
7159,rw1820510,positive,positive,positive,positive,positive,positive,positive
7160,rw1822253,positive,positive,positive,positive,positive,positive,neutral
7161,rw5712919,positive,positive,positive,positive,positive,not discussed,positive
7162,rw1352591,not discussed,positive,not discussed,not discussed,not discussed,positive,positive
7163,rw2183838,positive,mixed,positive,positive,positive,positive,positive
7164,rw4486584,positive,positive,positive,positive,not discussed,positive,positive
7165,rw5642690,negative,not discussed,not discussed,not discussed,not discussed,not discussed,not discussed
7166,rw1375692,positive,not discussed,not discussed,not discussed,not discussed,positive,positive
7167,rw1984040,positive,mixed,not discussed,not discussed,not discussed,positive,positive
7168,rw3408315,mixed,not discussed,negative,not discussed,not discussed,positive,positive
7169,rw1830766,positive,positive,not discussed,not discussed,not discussed,negative,positive
7170,rw3729960,negative,positive,not discussed,not discussed,not discussed,negative,positive
7171,rw4598881,mixed,negative,mixed,not discussed,not discussed,mixed,positive
7172,rw1450101,positive,positive,positive,not discussed,not discussed,positive,positive
7173,rw2520162,negative,positive,not discussed,not discussed,not discussed,not discussed,not discussed
7174,rw1648225,positive,positive,not discussed,not discussed,not discussed,positive,positive
7175,rw1325703,positive,positive,positive,not discussed,not discussed,positive,positive
7176,rw1533869,positive,not discussed,not discussed,not discussed,not discussed,positive,positive
7177,rw1347372,positive,mixed,not discussed,not discussed,not discussed,positive,positive
7178,rw5193520,positive,positive,not discussed,not discussed,not discussed,positive,positive
7179,rw1515848,positive,positive,positive,not discussed,not discussed,positive,positive
7180,rw1354999,positive,positive,positive,not discussed,not discussed,positive,positive
7181,rw1350452,positive,positive,positive,not discussed,not discussed,positive,positive
7182,rw1331124,positive,positive,positive,positive,positive,positive,positive
7183,rw1503880,positive,positive,positive,not discussed,not discussed,positive,positive
